gameid,time,roundNum,sender,contents,tangram
4404-5,1438803840852,1,matcher,"Hi",0
4404-5,1438803849122,1,director,"Hello",0
4404-5,1438803856791,1,matcher,"Let's start with #1?",L
4404-5,1438803878160,1,matcher,"Where's the square-shaped head? and which direction is the body tilted towards?",L
4404-5,1438803906222,1,director,"Top of the body facing right with triangle coming out of the middle ",L
4404-5,1438803957884,1,matcher,"There's 3 different shapes here that matches that",L
4404-5,1438803966205,1,matcher,"Is there anything else you see?",K
4404-5,1438803971895,1,director,"Legs are curved and the triangle is facing the right side",K
4404-5,1438803985666,1,matcher,"Legs are curved towards the left?",L
4404-5,1438803989059,1,director,"Yes",L
4404-5,1438803994437,1,matcher,"alright, number 2?",B
4404-5,1438804018780,1,director,"Square is on the top of the body but between two triangles ",B
4404-5,1438804044130,1,matcher,"What does the bottom part look like",B
4404-5,1438804055531,1,director,"triangle coming out of the left side ",B
4404-5,1438804067015,1,matcher,"okay number 3?",H
4404-5,1438804080170,1,director,"the solid looking body with the head on top",H
4404-5,1438804093860,1,director,"small triangle shape pointing out of the left",H
4404-5,1438804097115,1,director,"er right",H
4404-5,1438804101379,1,matcher,"you mean right",H
4404-5,1438804103461,1,matcher,"okay #4",K
4404-5,1438804144363,1,director,"Square head on top of another almost square head. Has a triangle pointing out of the body pointing to the right ",K
4404-5,1438804213868,1,matcher,"anything about the bottom half?",K
4404-5,1438804230663,1,director,"has like a small triangle tail on the left side ",K
4404-5,1438804232513,1,matcher,"is there a sharp looking triangle on the left side",K
4404-5,1438804234172,1,matcher,"alright #5",D
4404-5,1438804250547,1,director,"Square head on top looks like a man pointing to the left side ",D
4404-5,1438804279547,1,matcher,"and theres a small triangle as his feet poiting towards the left, correct?",D
4404-5,1438804283403,1,director,"yup",D
4404-5,1438804286417,1,matcher,"okay 6",J
4404-5,1438804308899,1,director,"looks like a fat man pointing to the right square on head and small triangle pointing to the right ",J
4404-5,1438804339353,1,matcher,"hah",0
4404-5,1438804342229,1,matcher,"okay 7",G
4404-5,1438804378522,1,director,"Square is hanging off the left side, triangle pointing to the top right. Looks like the body is bent and head is coming off lol",G
4404-5,1438804418368,1,matcher,"Okay i think i got it, 8?",E
4404-5,1438804436263,1,director,"square is in the middle with triangles on top of it ",E
4404-5,1438804441652,1,matcher,"keep typing the descriptions instead of waiting for me to respond, so we can go a bit faster",E
4404-5,1438804453661,1,director,"9 looks like a man flying ",C
4404-5,1438804463532,1,matcher,"or dancing?",C
4404-5,1438804465876,1,matcher,"is he on one leg",C
4404-5,1438804472954,1,director,"looks like he doesn't have legs ",C
4404-5,1438804477506,1,director,"hands are spread ",C
4404-5,1438804496832,1,matcher,"alright I messed up #7",G
4404-5,1438804502765,1,matcher,"what was 7 again",G
4404-5,1438804507123,1,matcher,"ill scroll up",G
4404-5,1438804518793,1,director,"7 also has a triangle in the bottom left",G
4404-5,1438804520028,1,matcher,"got it",G
4404-5,1438804524272,1,matcher,"9?",0
4404-5,1438804535054,1,matcher,"10 *",F
4404-5,1438804541984,1,director,"man sitting with his knees bent",F
4404-5,1438804546001,1,matcher,"11?",A
4404-5,1438804552412,1,director,"head falling off the right side",A
4404-5,1438804558205,1,matcher,"kk done",A
4404-5,1438804573361,2,director,"1 is the head falling off to the right again",A
4404-5,1438804579773,2,director,"2. is the flying man",C
4404-5,1438804588755,2,matcher,"kk",C
4404-5,1438804591775,2,director,"3. Was the last one from the first set of images ",I
4404-5,1438804604410,2,director,"4. The double triangles on the square ",E
4404-5,1438804614447,2,director,"5. head falling off the left with bent body",G
4404-5,1438804614889,2,matcher,"kk",G
4404-5,1438804624849,2,director,"6. Sitting man bent with knees ",F
4404-5,1438804641161,2,director,"7.Square head on another square head with tiny tail",K
4404-5,1438804661856,2,matcher,"got it",K
4404-5,1438804664832,2,director,"8. Square head on top in the middle of two triangles ",B
4404-5,1438804673704,2,director,"9. Fat man pointing right ",J
4404-5,1438804684424,2,matcher,"yep",J
4404-5,1438804684846,2,director,"10.Solid body with small triangle to the right ",H
4404-5,1438804704126,2,director,"11. Square head with triangle in the middle ",L
4404-5,1438804709767,2,director,"12 Pointing left man",D
4404-5,1438804728349,2,matcher,"culd you describe 3",I
4404-5,1438804730003,2,matcher,"could *",I
4404-5,1438804733802,2,matcher,"is he standing on one leg",I
4404-5,1438804738377,2,director,"yup",I
4404-5,1438804740190,2,matcher,"kk",I
4404-5,1438804747576,3,director,"1. Knee bent man",F
4404-5,1438804752822,3,director,"2. Solid Body",H
4404-5,1438804769375,3,director,"3. Man standing on one leg with a square on two triangles ",I
4404-5,1438804776592,3,director,"4. head falling off to the left",G
4404-5,1438804783070,3,director,"5.Man pointing left",D
4404-5,1438804795070,3,director,"6. square with two triangles on head~~~",E
4404-5,1438804811264,3,director,"7. Square on another square with tail ",K
4404-5,1438804829990,3,director,"8. Square on top between two triangles ",B
4404-5,1438804840638,3,director,"9. Fat man pointing right ",J
4404-5,1438804857427,3,director,"10. Square head on top, triangle mid and wavy legs~~~",L
4404-5,1438804869532,3,director,"11. One foot man with head falling off too the right",A
4404-5,1438804875397,3,director,"12. Flying man",C
4404-5,1438804929898,3,matcher,"could you describe 8 and 10 a lttle more",0
4404-5,1438804954398,3,director,"10 looks like it's facing right with a triangle in his gut ",L
4404-5,1438804981184,3,director,"8. Has a square at the top in the middle of two triangles one facing right and one facing left",B
4404-5,1438805017028,3,matcher,"3 7 8 10",0
4404-5,1438805022539,3,matcher,"is 7 sitting down",K
4404-5,1438805045397,3,director,"7 doesn't really have legs,",K
4404-5,1438805062219,3,matcher,"which one has the guy sitting down?",F
4404-5,1438805066180,3,matcher,"with his legs on the left",F
4404-5,1438805071645,3,director,"1",F
4404-5,1438805075770,3,matcher,"oh god.",F
4404-5,1438805078804,3,director,"knee bent guy",F
4404-5,1438805086269,3,matcher,"oh.",F
4404-5,1438805164093,4,director,"1. The guy standing on one leg with head falling off to the right ",A
4404-5,1438805182398,4,director,"2. The other guy standing on one leg with triangles facing to the left ",I
4404-5,1438805192244,4,director,"3. Knee Bent guy",F
4404-5,1438805205580,4,director,"4. Square head falling off to the left, bent body~~~",G
4404-5,1438805218995,4,director,"5. Solid body square on top",H
4404-5,1438805225691,4,director,"6. Man pointing to the left",D
4404-5,1438805229408,4,matcher,"knee bent = sitting down, correct?",F
4404-5,1438805232643,4,director,"Right",F
4404-5,1438805251133,4,matcher,"theres a lot of knee bents, i think sitting down is a better description, for the next 3 rounds",F
4404-5,1438805264113,4,director,"7. Square head in top, triangle in gut facing right ",L
4404-5,1438805265265,4,director,"okay",L
4404-5,1438805288394,4,director,"8. 2 Triangles on top of a square head ",E
4404-5,1438805302434,4,director,"9. Flying guy ",C
4404-5,1438805337568,4,director,"10. Square head on top of another half square, triangle tail on the left, and a triangle facing right ",K
4404-5,1438805353965,4,director,"11. Fat guy pointing right ",J
4404-5,1438805374851,4,director,"12. Square sitting on the top of the body between two triangles, one facing left, and the other facing right",B
4404-5,1438805401102,4,matcher,"#10?",K
4404-5,1438805408760,4,matcher,"and #7",L
4404-5,1438805421371,4,director,"Square head on top of another half square, triangle tail on the left, and a triangle facing right.",K
4404-5,1438805423490,4,director,"for 10",K
4404-5,1438805424386,4,matcher,"both had "triangle in gut facing right"",K
4404-5,1438805427234,4,matcher,"so tail is 10",K
4404-5,1438805450552,5,director,"1. Square head with two triangles on top of it~~~",E
4404-5,1438805457009,5,director,"2. man sitting with bent knees",F
4404-5,1438805469850,5,director,"3. head falling off the left side of the body ",G
4404-5,1438805481259,5,director,"4. solid body with square head on top",H
4404-5,1438805515298,5,director,"5. Square on top of another half square, small triangle tail on the left body the body ",K
4404-5,1438805526326,5,director,"6. Man flying",C
4404-5,1438805532840,5,director,"7. Man pointing to the left",D
4404-5,1438805560736,5,director,"8. Square on top of the head between two triangles, one pointing left and the other right",B
4404-5,1438805573618,5,director,"9. Man on one leg with head falling off the right side ",A
4404-5,1438805580417,5,director,"10. Fat man pointing right",J
4404-5,1438805599519,5,director,"11. Man on one leg with a square head sitting on two triangles on top of each other",I
4404-5,1438805622208,5,director,"12.Square head on top with a triangle in his gut facing right with wavy bottom ",L
4404-5,1438805641193,6,director,"1. Man pointing to the left",D
4404-5,1438805657472,6,director,"2. Square head on top of body with a triangle in his gut facing right~~~ Has wavy bottom ",L
4404-5,1438805668976,6,director,"3. head falling off the right side of the body ",A
4404-5,1438805679461,6,director,"4. head falling off the left side of the body",G
4404-5,1438805683984,6,director,"5. Man Flying",C
4404-5,1438805700479,6,director,"6. Square head on top of a half square with a small tail on the left side ",K
4404-5,1438805709464,6,director,"7. Fat man pointing right ",J
4404-5,1438805722519,6,director,"8. Square head with two triangles on top of it ",E
4404-5,1438805729194,6,director,"9. Man sitting with bent knees ",F
4404-5,1438805757494,6,director,"10. man standing on one leg with a square head on two triangles stacked on each other",I
4404-5,1438805777718,6,director,"11. Square head on top in the middle of two triangles facing left and right",B
4404-5,1438805784999,6,director,"12. Solid body with square head",H
4404-5,1438805789298,6,matcher,"Alright",H
4404-5,1438805792708,6,matcher,"Guess that's it",0
4404-5,1438805795495,6,matcher,"good luck turking :P",0
4404-5,1438805797608,6,director,"haha you too",0
